state,city,RDPC
MG,Itinga/MG,260.0
MT,Itiquira/MT,602.03
SP,Itirapina/SP,772.14
SP,Itirapuã/SP,526.62
BA,Itiruçu/BA,309.83
BA,Itiúba/BA,205.18
SP,Itobi/SP,611.41
BA,Itororó/BA,330.0
SP,Itu/SP,1038.14
BA,Ituaçu/BA,269.3
BA,Ituberá/BA,337.03
MG,Itueta/MG,429.77
MG,Ituiutaba/MG,824.46
GO,Itumbiara/GO,821.43
MG,Itumirim/MG,533.39
SP,Itupeva/SP,848.65
PA,Itupiranga/PA,234.25
SC,Ituporanga/SC,844.05
MG,Iturama/MG,753.23
MG,Itutinga/MG,634.33
SP,Ituverava/SP,950.39
SC,Itá/SC,836.69
SP,Itápolis/SP,787.75
BA,Iuiu/BA,249.32
PR,Ivaiporã/PR,666.73
PR,Ivatuba/PR,699.09
PR,Ivaté/PR,563.82
PR,Ivaí/PR,469.13
MS,Ivinhema/MS,685.17
GO,Ivolândia/GO,551.05
RS,Ivorá/RS,670.27
RS,Ivoti/RS,1025.02
SC,Içara/SC,759.54
ES,Iúna/ES,501.21
PE,Jaboatão dos Guararapes/PE,593.9
BA,Jaborandi/BA,281.14
SP,Jaborandi/SP,548.22
SC,Jaborá/SC,831.84
PR,Jaboti/PR,618.6
RS,Jaboticaba/RS,419.41
SP,Jaboticabal/SP,1015.51
MG,Jaboticatubas/MG,602.48
BA,Jacaraci/BA,283.51
PB,Jacaraú/PB,250.76
PA,Jacareacanga/PA,289.16
PR,Jacarezinho/PR,770.55
SP,Jacareí/SP,846.53
AL,Jacaré dos Homens/AL,235.11
SP,Jaci/SP,624.57
MT,Jaciara/MT,742.81
SC,Jacinto Machado/SC,655.7
MG,Jacinto/MG,325.42
PI,Jacobina do Piauí/PI,190.04
BA,Jacobina/BA,417.88
RS,Jacuizinho/RS,750.68
PA,Jacundá/PA,399.45
SP,Jacupiranga/SP,574.52
MG,Jacutinga/MG,717.25
RS,Jacutinga/RS,636.24
MG,Jacuí/MG,558.14
AL,Jacuípe/AL,219.52
PR,Jaguapitã/PR,681.75
BA,Jaguaquara/BA,307.08
BA,Jaguarari/BA,439.23
MG,Jaguaraçu/MG,508.65
CE,Jaguaretama/CE,247.85
RS,Jaguari/RS,772.25
PR,Jaguariaíva/PR,616.79
CE,Jaguaribara/CE,287.08
CE,Jaguaribe/CE,294.97
BA,Jaguaripe/BA,247.75
SP,Jaguariúna/SP,1038.61
CE,Jaguaruana/CE,274.9
SC,Jaguaruna/SC,701.05
RS,Jaguarão/RS,616.82
ES,Jaguaré/ES,543.6
PI,Jaicós/PI,254.28
SP,Jales/SP,850.11
SP,Jambeiro/SP,738.52
MG,Jampruca/MG,344.6
MG,Janaúba/MG,468.29
PR,Jandaia do Sul/PR,803.28
GO,Jandaia/GO,586.84
BA,Jandaíra/BA,192.11
RN,Jandaíra/RN,261.85
SP,Jandira/SP,792.33
RN,Janduís/RN,272.39
MT,Jangada/MT,271.99
PR,Janiópolis/PR,577.55
MG,Januária/MG,359.19
RN,Januário Cicco/RN,192.34
AL,Japaratinga/AL,260.92
SE,Japaratuba/SE,296.93
MG,Japaraíba/MG,541.09
RJ,Japeri/RJ,420.15
RN,Japi/RN,214.04
PR,Japira/PR,534.19
SE,Japoatã/SE,246.68
MG,Japonvar/MG,254.77
MS,Japorã/MS,241.32
AM,Japurá/AM,248.6
PR,Japurá/PR,615.19
PE,Jaqueira/PE,256.76
RS,Jaquirana/RS,392.53
MS,Jaraguari/MS,511.64
SC,Jaraguá do Sul/SC,1111.85
GO,Jaraguá/GO,595.02
AL,Jaramataia/AL,219.1
PR,Jardim Alegre/PR,608.16
PR,Jardim Olinda/PR,515.05
RN,Jardim de Angicos/RN,255.49
RN,Jardim de Piranhas/RN,314.6
PI,Jardim do Mulato/PI,219.06
RN,Jardim do Seridó/RN,447.53
CE,Jardim/CE,241.09
MS,Jardim/MS,697.92
SC,Jardinópolis/SC,654.02
SP,Jardinópolis/SP,742.74
RS,Jari/RS,418.18
SP,Jarinu/SP,718.61
RO,Jaru/RO,575.14
PR,Jataizinho/PR,514.94
GO,Jataí/GO,987.04
PE,Jataúba/PE,244.26
MS,Jateí/MS,690.71
CE,Jati/CE,264.55
PI,Jatobá do Piauí/PI,209.21
MA,Jatobá/MA,206.58
PE,Jatobá/PE,342.33
GO,Jaupaci/GO,479.14
MT,Jauru/MT,511.39
RN,Jaçanã/RN,259.77
MG,Jaíba/MG,376.73
TO,Jaú do Tocantins/TO,523.53
SP,Jaú/SP,951.17
MG,Jeceaba/MG,401.99
MG,Jenipapo de Minas/MG,309.77
MA,Jenipapo dos Vieiras/MA,127.24
MG,Jequeri/MG,348.73
MG,Jequitaí/MG,345.53
MG,Jequitibá/MG,1007.03
MG,Jequitinhonha/MG,376.03
AL,Jequiá da Praia/AL,199.39
BA,Jequié/BA,473.92
BA,Jeremoabo/BA,262.76
PB,Jericó/PB,290.17
SP,Jeriquara/SP,549.1
PI,Jerumenha/PI,275.19
ES,Jerônimo Monteiro/ES,566.32
MG,Jesuânia/MG,533.26
PR,Jesuítas/PR,551.65
GO,Jesúpolis/GO,433.41
RO,Ji-Paraná/RO,743.35
CE,Jijoca de Jericoacoara/CE,365.46
BA,Jiquiriçá/BA,257.95
BA,Jitaúna/BA,266.56
MG,Joanésia/MG,369.24
SP,Joanópolis/SP,650.99
MG,Joaquim Felício/MG,433.58
AL,Joaquim Gomes/AL,190.23
PE,Joaquim Nabuco/PE,263.01
PI,Joaquim Pires/PI,163.33
PR,Joaquim Távora/PR,618.36
SC,Joaçaba/SC,1338.5
MG,Joaíma/MG,281.18
PB,Joca Claudino/PB,249.67
PI,Joca Marques/PI,181.17
SC,Joinville/SC,1126.74
MG,Jordânia/MG,362.77
AC,Jordão/AC,178.03
MA,Joselândia/MA,221.23
MG,Josenópolis/MG,232.47
SC,José Boiteux/SC,580.97
SP,José Bonifácio/SP,863.34
MG,José Gonçalves de Minas/MG,328.27
MG,José Raydan/MG,327.01
RN,José da Penha/RN,301.09
PI,José de Freitas/PI,316.27
GO,Joviânia/GO,679.21
PE,João Alfredo/PE,276.15
PI,João Costa/PI,191.63
RN,João Câmara/RN,335.64
RN,João Dias/RN,174.39
BA,João Dourado/BA,283.12
MA,João Lisboa/MA,303.91
MG,João Monlevade/MG,724.4
ES,João Neiva/ES,859.01
PB,João Pessoa/PB,964.82
MG,João Pinheiro/MG,562.24
SP,João Ramalho/SP,627.59
MT,Juara/MT,619.81
PB,Juarez Távora/PB,236.56
TO,Juarina/TO,265.5
MG,Juatuba/MG,517.18
PB,Juazeirinho/PB,255.68
CE,Juazeiro do Norte/CE,439.53
PI,Juazeiro do Piauí/PI,206.61
BA,Juazeiro/BA,476.58
PE,Jucati/PE,232.08
RN,Jucurutu/RN,301.94
BA,Jucuruçu/BA,188.8
CE,Jucás/CE,232.22
MG,Juiz de Fora/MG,1050.88
SP,Jumirim/SP,710.27
MA,Junco do Maranhão/MA,244.54
PB,Junco do Seridó/PB,280.15
PR,Jundiaí do Sul/PR,485.95
SP,Jundiaí/SP,1431.55
AL,Jundiá/AL,282.87
RN,Jundiá/RN,248.13
AL,Junqueiro/AL,306.96
SP,Junqueirópolis/SP,737.14
PE,Jupi/PE,260.42
SC,Jupiá/SC,654.0
SP,Juquitiba/SP,550.32
SP,Juquiá/SP,467.35
MG,Juramento/MG,335.93
PR,Juranda/PR,544.87
PE,Jurema/PE,206.22
PI,Jurema/PI,191.96
PB,Juripiranga/PB,235.6
PB,Juru/PB,247.78
MG,Juruaia/MG,1122.1
MT,Juruena/MT,448.89
PA,Juruti/PA,241.39
AM,Juruá/AM,227.39
MT,Juscimeira/MT,542.77
BA,Jussara/BA,236.05
GO,Jussara/GO,951.07
PR,Jussara/PR,688.1
BA,Jussari/BA,290.22
BA,Jussiape/BA,334.07
AM,Jutaí/AM,214.36
MS,Juti/MS,446.17
MG,Juvenília/MG,223.32
MT,Juína/MT,763.35
RS,Jóia/RS,521.7
PI,Júlio Borges/PI,179.61
SP,Júlio Mesquita/SP,482.86
RS,Júlio de Castilhos/RS,765.91
PR,Kaloré/PR,528.02
SC,Lacerdópolis/SC,925.08
MG,Ladainha/MG,226.72
MS,Ladário/MS,575.16
BA,Lafaiete Coutinho/BA,288.05
MG,Lagamar/MG,592.95
SE,Lagarto/SE,362.8
SC,Lages/SC,878.34
MA,Lago Verde/MA,188.31
MA,Lago da Pedra/MA,263.13
MA,Lago do Junco/MA,226.69
MA,Lago dos Rodrigues/MA,252.89
PI,Lagoa Alegre/PI,227.89
RS,Lagoa Bonita do Sul/RS,608.88
MG,Lagoa Dourada/MG,522.62
MG,Lagoa Formosa/MG,693.25
MA,Lagoa Grande do Maranhão/MA,158.3
MG,Lagoa Grande/MG,543.58
PE,Lagoa Grande/PE,296.99
RN,Lagoa Nova/RN,233.77
BA,Lagoa Real/BA,223.11
RN,Lagoa Salgada/RN,247.22
GO,Lagoa Santa/GO,765.86
MG,Lagoa Santa/MG,1089.96
PB,Lagoa Seca/PB,380.73
RS,Lagoa Vermelha/RS,771.47
RN,Lagoa d'Anta/RN,295.37
AL,Lagoa da Canoa/AL,231.56
TO,Lagoa da Confusão/TO,404.61
MG,Lagoa da Prata/MG,707.01
PB,Lagoa de Dentro/PB,228.8
PE,Lagoa de Itaenga/PE,252.8
RN,Lagoa de Pedras/RN,214.84
PI,Lagoa de São Francisco/PI,178.26
RN,Lagoa de Velhos/RN,270.76
PI,Lagoa do Barro do Piauí/PI,152.61
PE,Lagoa do Carro/PE,271.36
MA,Lagoa do Mato/MA,210.29
PE,Lagoa do Ouro/PE,224.13
PI,Lagoa do Piauí/PI,242.33
PI,Lagoa do Sítio/PI,183.92
TO,Lagoa do Tocantins/TO,235.28
PE,Lagoa dos Gatos/PE,253.4
MG,Lagoa dos Patos/MG,321.11
RS,Lagoa dos Três Cantos/RS,933.6
PB,Lagoa/PB,219.92
PI,Lagoinha do Piauí/PI,262.04
SP,Lagoinha/SP,573.28
RS,Lagoão/RS,432.78
MS,Laguna Carapã/MS,536.02
SC,Laguna/SC,684.42
RJ,Laje do Muriaé/RJ,453.97
BA,Laje/BA,241.63
SC,Lajeado Grande/SC,850.34
MA,Lajeado Novo/MA,263.2
RS,Lajeado do Bugre/RS,343.1
RS,Lajeado/RS,1130.85
TO,Lajeado/TO,527.21
BA,Lajedinho/BA,205.65
BA,Lajedo do Tabocal/BA,237.39
PE,Lajedo/PE,333.52
BA,Lajedão/BA,463.94
RN,Lajes Pintadas/RN,258.98
RN,Lajes/RN,292.5
MG,Lajinha/MG,482.87
BA,Lamarão/BA,180.82
MT,Lambari D'Oeste/MT,516.75
MG,Lambari/MG,597.16
MG,Lamim/MG,386.1
PI,Landri Sales/PI,266.01
PR,Lapa/PR,608.6
BA,Lapão/BA,244.43
ES,Laranja da Terra/ES,411.93
SP,Laranjal Paulista/SP,760.58
AP,Laranjal do Jari/AP,432.92
MG,Laranjal/MG,601.49
PR,Laranjal/PR,297.34
PR,Laranjeiras do Sul/PR,659.33
SE,Laranjeiras/SE,313.29
MG,Lassance/MG,364.3
PB,Lastro/PB,219.67
SC,Laurentino/SC,810.58
SC,Lauro Müller/SC,678.67
BA,Lauro de Freitas/BA,1031.78
TO,Lavandeira/TO,330.96
CE,Lavras da Mangabeira/CE,288.15
RS,Lavras do Sul/RS,559.67
MG,Lavras/MG,889.65
SP,Lavrinhas/SP,500.59
SP,Lavínia/SP,614.14
MG,Leandro Ferreira/MG,649.92
SC,Lebon Régis/SC,409.05
MG,Leme do Prado/MG,338.71
SP,Leme/SP,746.15
SP,Lençóis Paulista/SP,816.48
BA,Lençóis/BA,362.74
SC,Leoberto Leal/SC,800.32
MG,Leopoldina/MG,609.5
GO,Leopoldo de Bulhões/GO,502.85
PR,Leópolis/PR,477.23
RS,Liberato Salzano/RS,551.91
MG,Liberdade/MG,546.79
BA,Licínio de Almeida/BA,299.47
PR,Lidianópolis/PR,477.52
MA,Lima Campos/MA,292.37
MG,Lima Duarte/MG,645.22
MG,Limeira do Oeste/MG,595.92
SP,Limeira/SP,910.85
AL,Limoeiro de Anadia/AL,285.98
PA,Limoeiro do Ajuru/PA,172.12
CE,Limoeiro do Norte/CE,410.03
PE,Limoeiro/PE,398.37
PR,Lindoeste/PR,462.44
RS,Lindolfo Collor/RS,672.81
SC,Lindóia do Sul/SC,836.32
SP,Lindóia/SP,714.18
RS,Linha Nova/RS,857.79
ES,Linhares/ES,711.38
SP,Lins/SP,919.53
BA,Livramento de Nossa Senhora/BA,309.16
PB,Livramento/PB,207.73
TO,Lizarda/TO,302.83
PR,Loanda/PR,725.67
PR,Lobato/PR,653.7
PB,Logradouro/PB,236.33
PR,Londrina/PR,1083.35
MG,Lontra/MG,312.77
SC,Lontras/SC,773.05
SP,Lorena/SP,781.28
MA,Loreto/MA,198.73
SP,Lourdes/SP,612.0
SP,Louveira/SP,1047.17
MT,Lucas do Rio Verde/MT,938.65
PB,Lucena/PB,289.29
SP,Lucianópolis/SP,779.84
MT,Luciara/MT,371.24
RN,Lucrécia/RN,388.31
SP,Lucélia/SP,743.2
MG,Luisburgo/MG,355.95
MG,Luislândia/MG,273.73
SC,Luiz Alves/SC,937.32
PR,Luiziana/PR,482.03
SP,Luiziânia/SP,557.06
MG,Luminárias/MG,474.29
PR,Lunardelli/PR,471.99
PR,Lupionópolis/PR,636.69
SP,Lupércio/SP,547.3
SP,Lutécia/SP,516.35
MG,Luz/MG,720.88
SC,Luzerna/SC,1030.37
PI,Luzilândia/PI,245.02
TO,Luzinópolis/TO,319.83
GO,Luziânia/GO,580.88
SP,Luís Antônio/SP,661.22
PI,Luís Correia/PI,236.9
MA,Luís Domingues/MA,232.06
BA,Luís Eduardo Magalhães/BA,871.12
RN,Luís Gomes/RN,237.26
AM,Lábrea/AM,227.62
BA,Macajuba/BA,197.25
SE,Macambira/SE,282.4
PE,Macaparana/PE,278.93
AP,Macapá/AP,717.88
BA,Macarani/BA,350.25
SP,Macatuba/SP,920.95
RN,Macau/RN,457.22
SP,Macaubal/SP,704.61
RJ,Macaé/RJ,1103.42
RN,Macaíba/RN,363.97
BA,Macaúbas/BA,255.36
SP,Macedônia/SP,644.23
AL,Maceió/AL,792.54
MG,Machacalis/MG,350.63
RO,Machadinho D'Oeste/RO,401.42
RS,Machadinho/RS,669.6
MG,Machado/MG,701.58
PE,Machados/PE,231.75
SC,Macieira/SC,533.9
RJ,Macuco/RJ,574.96
BA,Macururé/BA,240.32
CE,Madalena/CE,225.22
PI,Madeiro/PI,150.89
MG,Madre de Deus de Minas/MG,508.21
BA,Madre de Deus/BA,517.74
BA,Maetinga/BA,268.47
SC,Mafra/SC,789.53
PA,Magalhães Barata/PA,208.43
MA,Magalhães de Almeida/MA,181.73
SP,Magda/SP,725.51
RJ,Magé/RJ,567.59
BA,Maiquinique/BA,306.24
BA,Mairi/BA,286.58
SP,Mairinque/SP,710.18
SP,Mairiporã/SP,944.03
GO,Mairipotaba/GO,842.23
SC,Major Gercino/SC,789.61
AL,Major Isidoro/AL,270.04
RN,Major Sales/RN,282.48
SC,Major Vieira/SC,465.76
MG,Malacacheta/MG,353.28
BA,Malhada de Pedras/BA,244.02
SE,Malhada dos Bois/SE,261.05
BA,Malhada/BA,218.66
SE,Malhador/SE,308.04
PR,Mallet/PR,552.86
PB,Malta/PB,378.53
PB,Mamanguape/PB,305.46
GO,Mambaí/GO,357.12
PR,Mamborê/PR,616.46
MG,Mamonas/MG,269.87
RS,Mampituba/RS,456.27
AM,Manacapuru/AM,342.58
AM,Manaquiri/AM,254.15
PE,Manari/PE,155.49
AM,Manaus/AM,790.27
PB,Manaíra/PB,225.93
PR,Mandaguari/PR,762.54
PR,Mandaguaçu/PR,693.16
PR,Mandirituba/PR,539.68
SP,Manduri/SP,750.34
PR,Manfrinópolis/PR,435.85
MG,Manga/MG,387.71
RJ,Mangaratiba/RJ,832.15
PR,Mangueirinha/PR,605.97
MG,Manhuaçu/MG,592.99
MG,Manhumirim/MG,547.24
AM,Manicoré/AM,295.23
PI,Manoel Emídio/PI,222.62
PR,Manoel Ribas/PR,729.51
AC,Manoel Urbano/AC,307.7
RS,Manoel Viana/RS,570.72
BA,Manoel Vitorino/BA,226.95
BA,Mansidão/BA,182.65
MG,Mantena/MG,505.08
ES,Mantenópolis/ES,417.83
RS,Maquiné/RS,604.04
AL,Mar Vermelho/AL,229.81
MG,Mar de Espanha/MG,598.93
GO,Mara Rosa/GO,548.96
SP,Marabá Paulista/SP,457.56
PA,Marabá/PA,527.86
MS,Maracaju/MS,819.6
SC,Maracajá/SC,861.85
CE,Maracanaú/CE,372.91
PA,Maracanã/PA,221.89
MA,Maracaçumé/MA,239.38
SP,Maracaí/SP,666.65
BA,Maracás/BA,290.11
AL,Maragogi/AL,253.86
BA,Maragogipe/BA,300.1
PE,Maraial/PE,232.31
MA,Marajá do Sena/MA,96.25
CE,Maranguape/CE,307.81
MA,Maranhãozinho/MA,176.36
PA,Marapanim/PA,277.01
SP,Marapoama/SP,781.03
ES,Marataízes/ES,538.07
RS,Maratá/RS,745.31
RS,Marau/RS,980.92
AL,Maravilha/AL,229.39
SC,Maravilha/SC,896.02
MG,Maravilhas/MG,442.51
AM,Maraã/AM,144.99
BA,Maraú/BA,437.51
PB,Marcação/PB,209.46
RS,Marcelino Ramos/RS,777.41
RN,Marcelino Vieira/RN,279.42
MT,Marcelândia/MT,621.76
BA,Marcionílio Souza/BA,201.52
CE,Marco/CE,266.87
PI,Marcolândia/PI,291.91
PI,Marcos Parente/PI,295.66
PR,Marechal Cândido Rondon/PR,1036.38
AL,Marechal Deodoro/AL,431.43
ES,Marechal Floriano/ES,683.63
AC,Marechal Thaumaturgo/AC,157.27
SC,Marema/SC,840.58
PB,Mari/PB,250.22
PR,Maria Helena/PR,552.13
MG,Maria da Fé/MG,445.11
PR,Marialva/PR,765.58
RS,Mariana Pimentel/RS,628.63
MG,Mariana/MG,641.84
RS,Mariano Moro/RS,925.46
TO,Marianópolis do Tocantins/TO,403.96
AL,Maribondo/AL,297.05
RJ,Maricá/RJ,910.41
MG,Marilac/MG,354.33
PR,Marilena/PR,461.09
PR,Mariluz/PR,466.87
PR,Marilândia do Sul/PR,497.15
ES,Marilândia/ES,510.91
PR,Maringá/PR,1202.63
SP,Marinópolis/SP,553.24
MG,Maripá de Minas/MG,510.92
PR,Maripá/PR,781.94
PA,Marituba/PA,382.02
PB,Marizópolis/PB,299.15
SP,Mariápolis/SP,565.58
PR,Mariópolis/PR,694.06
MG,Marliéria/MG,401.74
PR,Marmeleiro/PR,751.42
MG,Marmelópolis/MG,367.73
RS,Marques de Souza/RS,817.11
PR,Marquinho/PR,366.3
MG,Martinho Campos/MG,579.07
MG,Martins Soares/MG,376.88
RN,Martins/RN,295.35
CE,Martinópole/CE,232.17
SP,Martinópolis/SP,636.0
SE,Maruim/SE,314.55
PR,Marumbi/PR,642.72
GO,Marzagão/GO,594.43
SP,Marília/SP,953.2
BA,Mascote/BA,272.97
PI,Massapê do Piauí/PI,195.88
CE,Massapê/CE,231.47
PB,Massaranduba/PB,247.98
SC,Massaranduba/SC,847.63
AL,Mata Grande/AL,186.87
MA,Mata Roma/MA,161.49
MG,Mata Verde/MG,298.19
BA,Mata de São João/BA,451.9
RS,Mata/RS,484.75
PB,Mataraca/PB,219.95
TO,Mateiros/TO,307.46
PR,Matelândia/PR,683.91
MG,Materlândia/MG,255.52
MG,Mateus Leme/MG,579.23
MG,Mathias Lobato/MG,326.18
MG,Matias Barbosa/MG,633.76
MG,Matias Cardoso/MG,303.0
PI,Matias Olímpio/PI,204.46
BA,Matina/BA,227.07
MA,Matinha/MA,294.51
PB,Matinhas/PB,217.6
PR,Matinhos/PR,814.03
MG,Matipó/MG,403.48
RS,Mato Castelhano/RS,862.71
PB,Mato Grosso/PB,271.56
RS,Mato Leitão/RS,708.43
RS,Mato Queimado/RS,629.4
PR,Mato Rico/PR,296.21
MG,Mato Verde/MG,343.76
SC,Matos Costa/SC,402.83
MG,Matozinhos/MG,584.15
GO,Matrinchã/GO,458.45
AL,Matriz de Camaragibe/AL,231.82
MT,Matupá/MT,649.23
PB,Maturéia/PB,230.63
MG,Matutina/MG,820.03
SP,Matão/SP,940.44
MA,Matões do Norte/MA,133.33
MA,Matões/MA,202.66
TO,Maurilândia do Tocantins/TO,233.68
GO,Maurilândia/GO,557.51
CE,Mauriti/CE,236.11
PR,Mauá da Serra/PR,487.69
SP,Mauá/SP,709.25
AM,Maués/AM,244.3
RN,Maxaranguape/RN,298.87
RS,Maximiliano de Almeida/RS,620.58
AP,Mazagão/AP,353.61
RS,Maçambará/RS,499.71
BA,Medeiros Neto/BA,392.49
MG,Medeiros/MG,715.52
PR,Medianeira/PR,914.67
PA,Medicilândia/PA,345.44
MG,Medina/MG,388.82
SC,Meleiro/SC,768.23
PA,Melgaço/PA,135.21
MG,Mendes Pimentel/MG,372.96
RJ,Mendes/RJ,649.4
SP,Mendonça/SP,707.36
PR,Mercedes/PR,657.38
MG,Mercês/MG,561.75
SP,Meridiano/SP,694.38
CE,Meruoca/CE,258.78
MG,Mesquita/MG,424.12
RJ,Mesquita/RJ,640.37
RN,Messias Targino/RN,350.8
AL,Messias/AL,256.45
SP,Mesópolis/SP,530.46
PI,Miguel Alves/PI,220.05
BA,Miguel Calmon/BA,279.05
PI,Miguel Leão/PI,294.48
RJ,Miguel Pereira/RJ,801.63
SP,Miguelópolis/SP,670.82
MA,Milagres do Maranhão/MA,144.42
BA,Milagres/BA,313.88
CE,Milagres/CE,261.96
CE,Milhã/CE,260.95
PI,Milton Brandão/PI,154.73
GO,Mimoso de Goiás/GO,474.44
ES,Mimoso do Sul/ES,523.04
AL,Minador do Negrão/AL,231.37
MG,Minas Novas/MG,334.06
RS,Minas do Leão/RS,815.23
GO,Minaçu/GO,590.7
MG,Minduri/MG,404.95
SP,Mineiros do Tietê/SP,700.24
GO,Mineiros/GO,869.04
RO,Ministro Andreazza/RO,448.38
SP,Mira Estrela/SP,613.14
MG,Mirabela/MG,326.06
SP,Miracatu/SP,442.77
TO,Miracema do Tocantins/TO,533.46
RJ,Miracema/RJ,608.62
MA,Mirador/MA,163.97
PR,Mirador/PR,474.75
MG,Miradouro/MG,443.39
RS,Miraguaí/RS,820.8
MA,Miranda do Norte/MA,245.25
MS,Miranda/MS,424.44
PE,Mirandiba/PE,193.86
SP,Mirandópolis/SP,758.64
BA,Mirangaba/BA,193.47
TO,Miranorte/TO,410.45
RO,Mirante da Serra/RO,527.79
SP,Mirante do Paranapanema/SP,516.3
BA,Mirante/BA,208.18
PR,Miraselva/PR,600.03
MT,Mirassol d'Oeste/MT,718.18
SP,Mirassol/SP,841.27
SP,Mirassolândia/SP,639.58
MG,Miravânia/MG,235.64
MG,Miraí/MG,493.91
CE,Miraíma/CE,191.56
SC,Mirim Doce/SC,560.66
MA,Mirinzal/MA,239.0
PR,Missal/PR,678.96
CE,Missão Velha/CE,293.16
PA,Mocajuba/PA,229.18
SP,Mococa/SP,881.99
SC,Modelo/SC,858.23
MG,Moeda/MG,477.77
MG,Moema/MG,634.04
PB,Mogeiro/PB,227.05
SP,Mogi Guaçu/SP,802.19
SP,Mogi Mirim/SP,945.62
SP,Mogi das Cruzes/SP,916.81
GO,Moiporá/GO,461.94
SE,Moita Bonita/SE,326.89
PA,Moju/PA,291.67
CE,Mombaça/CE,243.85
SP,Mombuca/SP,832.07
SC,Mondaí/SC,741.84
SP,Mongaguá/SP,699.73
MG,Monjolos/MG,360.58
PI,Monsenhor Gil/PI,273.95
PI,Monsenhor Hipólito/PI,315.6
MG,Monsenhor Paulo/MG,555.78
CE,Monsenhor Tabosa/CE,237.18
PB,Montadas/PB,238.17
MG,Montalvânia/MG,305.88
ES,Montanha/ES,547.46
RN,Montanhas/RN,249.75
RS,Montauri/RS,1091.01
GO,Monte Alegre de Goiás/GO,317.66
MG,Monte Alegre de Minas/MG,619.1
SE,Monte Alegre de Sergipe/SE,229.3
PI,Monte Alegre do Piauí/PI,217.23
SP,Monte Alegre do Sul/SP,861.61
RS,Monte Alegre dos Campos/RS,508.71
PA,Monte Alegre/PA,231.65
RN,Monte Alegre/RN,292.15
SP,Monte Alto/SP,832.6
SP,Monte Aprazível/SP,1032.05
SP,Monte Azul Paulista/SP,765.11
MG,Monte Azul/MG,358.13
RS,Monte Belo do Sul/RS,861.81
MG,Monte Belo/MG,539.84
SC,Monte Carlo/SC,449.82
MG,Monte Carmelo/MG,689.45
SC,Monte Castelo/SC,432.84
SP,Monte Castelo/SP,646.15
MG,Monte Formoso/MG,206.62
PB,Monte Horebe/PB,292.96
SP,Monte Mor/SP,674.23
RO,Monte Negro/RO,443.85
MG,Monte Santo de Minas/MG,584.09
TO,Monte Santo do Tocantins/TO,280.98
BA,Monte Santo/BA,197.43
MG,Monte Sião/MG,760.69
RN,Monte das Gameleiras/RN,261.41
TO,Monte do Carmo/TO,351.96
SP,Monteiro Lobato/SP,593.95
PB,Monteiro/PB,392.05
AL,Monteirópolis/AL,176.62
RS,Montenegro/RS,914.23
MA,Montes Altos/MA,221.57
GO,Montes Claros de Goiás/GO,637.58
MG,Montes Claros/MG,650.62
MG,Montezuma/MG,308.78
GO,Montividiu do Norte/GO,291.78
GO,Montividiu/GO,791.6
MA,Monção/MA,178.1
SP,Monções/SP,755.2
MG,Morada Nova de Minas/MG,577.61
CE,Morada Nova/CE,276.36
CE,Moraújo/CE,174.55
PE,Moreilândia/PE,206.11
PR,Moreira Sales/PR,528.33
PE,Moreno/PE,356.7
RS,Mormaço/RS,775.77
BA,Morpará/BA,224.53
PR,Morretes/PR,665.51
RS,Morrinhos do Sul/RS,705.78
CE,Morrinhos/CE,208.9
GO,Morrinhos/GO,792.66
GO,Morro Agudo de Goiás/GO,441.44
SP,Morro Agudo/SP,687.37
PI,Morro Cabeça no Tempo/PI,150.52
SC,Morro Grande/SC,809.37
RS,Morro Redondo/RS,701.43
RS,Morro Reuter/RS,767.55
SC,Morro da Fumaça/SC,759.25
MG,Morro da Garça/MG,376.88
PI,Morro do Chapéu do Piauí/PI,225.37
BA,Morro do Chapéu/BA,250.88
MG,Morro do Pilar/MG,382.62
MA,Morros/MA,164.07
BA,Mortugaba/BA,330.3
SP,Morungaba/SP,733.72
RN,Mossoró/RN,600.28
GO,Mossâmedes/GO,607.34
RS,Mostardas/RS,627.16
SP,Motuca/SP,567.17
GO,Mozarlândia/GO,562.97
PA,Muaná/PA,230.14
RR,Mucajaí/RR,487.66
CE,Mucambo/CE,269.65
BA,Mucugê/BA,312.35
BA,Mucuri/BA,546.41
ES,Mucurici/ES,372.63
RS,Muitos Capões/RS,666.24
RS,Muliterno/RS,799.52
BA,Mulungu do Morro/BA,199.94
CE,Mulungu/CE,246.35
PB,Mulungu/PB,242.9
BA,Mundo Novo/BA,346.89
GO,Mundo Novo/GO,434.73
MS,Mundo Novo/MS,652.56
PR,Munhoz de Melo/PR,637.77
MG,Munhoz/MG,412.79
BA,Muniz Ferreira/BA,297.78
ES,Muniz Freire/ES,421.86
ES,Muqui/ES,528.68
BA,Muquém do São Francisco/BA,166.67
MG,Muriaé/MG,758.46
SE,Muribeca/SE,286.8
PI,Murici dos Portelas/PI,167.87
AL,Murici/AL,233.16
TO,Muricilândia/TO,234.22
BA,Muritiba/BA,401.14
SP,Murutinga do Sul/SP,636.47
MG,Mutum/MG,415.41
GO,Mutunópolis/GO,512.49
BA,Mutuípe/BA,374.8
MG,Muzambinho/MG,719.94
RS,Muçum/RS,887.43
MG,Mário Campos/MG,551.93
AC,Mâncio Lima/AC,295.5
PB,Mãe d'Água/PB,202.88
PA,Mãe do Rio/PA,367.01
MG,Nacip Raydan/MG,429.34
